title,tags
Princess Protection Program,country princess invaded evil verica agent ppp rural louisiana meet Comedy  Drama  Family buena dosmil corta AllisonLiddi-Brown SelenaGomez
Nebraska,aging boozeaddled father montana nebraska estranged son order claim belief Drama  Adventure buena actuales corta AlexanderPayne BruceDern
Enough Said,eva new albert meet marianne soontobe emptynester funny likeminded man Comedy  Drama  Romance buena actuales corta NicoleHolofcener JuliaLouis-Dreyfus
Don Jon,guy dedicated family friend church develops unrealistic expectation watching porn Romance  Comedy  Drama buena actuales corta JosephGordon-Levitt JosephGordon-Levitt
Runner Runner,poor college student crack online poker game think cheated sly Crime  Thriller  Drama regular actuales corta BradFurman BenAffleck
Blue Is the Warmest Color,woman adele grows seek adeles life changed meet emma allow discover Romance  Drama buena actuales media AbdellatifKechiche AdèleExarchopoulos
Curse of Chucky,mother doll received day nica discovers woman forced deal sister Horror  Thriller regular actuales corta DonMancini BradDourif
Cloudy with a Chance of Meatballs 2,flint friend food creates live living world create save discovers clean island Animation  Family  Comedy buena actuales corta CodyCameron BillHader
Captain Phillips,hijacking cargo ship hijacked story captain richard pirate usflagged mv maersk Action  Drama  Thriller buena actuales media PaulGreengrass TomHanks
Machete Kills,exfederale agent machete recruited president united state mission mortal man Action  Crime  Thriller regular actuales corta RobertRodriguez DannyTrejo
Filth,junkie cop suffering bipolar disorder drug addiction manipulates hallucinates way Crime  Drama  Comedy buena actuales corta JonS.Baird JamesMcAvoy
Escape Plan,prison security skill design designed need breslin world foremost authority incarcerated Action  Thriller buena actuales corta MikaelHåfström SylvesterStallone
Carrie,classic horror tale carrie white small town pushed far senior Drama  Horror regular actuales corta KimberlyPeirce ChloëGraceMoretz
The Fifth Estate,website growth influence led irreparable relationship wikileaks founder julian assange Drama  Thriller regular actuales media BillCondon BenedictCumberbatch
The Counselor,rich successful lawyer named counselor drug fiancée soon meet middleman Thriller  Crime  Drama regular actuales corta RidleyScott MichaelFassbender
12 Years a Slave,solomon abolitionist forever alter abducted sold slavery facing war united Drama  History buena actuales media SteveMcQueen ChiwetelEjiofor
Kill Your Darlings,draw murder poet beat generation allen ginsberg jack kerouac william Drama  Romance  Thriller buena actuales corta JohnKrokidas DanielRadcliffe
All Is Lost,man shipping ocean mortality yacht everresourceful sailor solo nautical map Action  Adventure  Drama buena actuales corta J.C.Chandor RobertRedford
Ender's Game,training defend homeplanet space war classic novel orson scott card Science Fiction  Action  Adventure buena actuales corta GavinHood AsaButterfield
Bad Grandpa,yearold irving zisman unlikely grandson Comedy buena actuales corta JeffTremaine JohnnyKnoxville
Thor: The Dark World,thor fight restore order odin asgard withstand faced perilous personal Action  Adventure  Fantasy buena actuales corta AlanTaylor ChrisHemsworth
Dallas Buyers Club,based truelife tale ron woodroof diagnosed hivaids given thirty day Drama  History buena actuales corta Jean-MarcVallée MatthewMcConaughey
Last Vegas,sixtysomething friend pal daytoday life throw bachelor la Comedy buena actuales corta JonTurteltaub RobertDeNiro
Philomena,woman search adult son taken away decade ago forced live Drama buena actuales corta StephenFrears JudiDench
The Book Thief,subjected horror wwii germany young liesel refuge sheltered adoptive home Drama buena actuales media BrianPercival GeoffreyRush
The Hunger Games: Catching Fire,winning katniss panem th tour family simmering quell president tribute Adventure  Action  Science Fiction buena actuales media FrancisLawrence JenniferLawrence
The Hobbit: The Desolation of Smaug,dwarf bilbo gandalf successfully escaped misty mountain gained smaug Adventure  Fantasy buena actuales media PeterJackson MartinFreeman
47 Ronin,outcast warrior movie japan challenge series original ordinary overlord killed Drama  Action  Adventure  Fantasy buena actuales corta CarlRinsch KeanuReeves
Delivery Man,affable underachiever child anonymous donation fertility clinic year ago fathered Comedy buena actuales corta KenScott VinceVaughn
Frozen,true journey attempt snowman olaf courage princess anna elsas coronation Animation  Adventure  Family buena actuales corta ChrisBuck KristenBell
Inside Llewyn Davis,greenwich village early volatile folk musician llewyn davis money uncertain Drama  Music buena actuales corta JoelCoen OscarIsaac
The Wolf of Wall Street,york stockbroker refuse cooperate large mob infiltration based jordan belforts Crime  Drama  Comedy buena actuales larga MartinScorsese LeonardoDiCaprio
Homefront,phil broker dea agent gone crisis action biker past history Action  Thriller buena actuales corta GaryFleder JasonStatham
August: Osage County,life strongwilled woman weston family diverged crisis house grew dysfunctional Comedy  Drama buena actuales media JohnWells MerylStreep
American Hustle,man irving rosenfeld partner sydney prosser forced work wild fbi Drama  Crime buena actuales media DavidO.Russell ChristianBale
The Secret Life of Walter Mitty,vicariously daydream embarks truelife adventure negative magazine photo manager life Adventure  Comedy  Drama  Fantasy buena actuales corta BenStiller BenStiller
Her,theordores surprise romantic relationship develops theodore lonely writer purchase newly developed Romance  Science Fiction  Drama buena actuales media SpikeJonze JoaquinPhoenix
Young & Beautiful,home begin secret life prostitute yearold student loses virginity quick Drama buena actuales corta FrançoisOzon MarineVacth
Lone Survivor,team mission operation red notorious taliban leader ahmad failed june Action  Drama  Thriller  War buena actuales media PeterBerg MarkWahlberg
Saving Mr. Banks,adapts novel mary poppins big pl travers travel london hollywood Comedy  Drama  History buena actuales media JohnLeeHancock EmmaThompson
Oldboy,everyday man day limited resource discover imprisoned nondescript room year Drama  Thriller  Mystery  Action regular actuales corta SpikeLee JoshBrolin
Anchorman 2: The Legend Continues,san diegos storm rated newsman ron burgundy Comedy buena actuales corta AdamMcKay WillFerrell
Snowpiercer,future failed globalwarming experiment kill life planet class engine Action  Science Fiction  Drama buena actuales media BongJoon-ho ChrisEvans
Fuck You Goethe,follows excon land position school sits spot stashed Comedy buena actuales corta BoraDağtekin ElyasM’Barek
The Physician,thcentury english mining town mother dy mysterious illness penniless orphan Adventure  Drama  History buena actuales media PhilippStölzl TomPayne
Grudge Match,final bout pair aging boxing rival coaxed retirement fight year Comedy buena actuales corta PeterSegal RobertDeNiro
Paranormal Activity: The Marked Ones,ancient evil wont rest claimed jesse hearing terrifying sound coming Horror  Thriller regular actuales corta ChristopherB.Landon AndrewJacobs
Only Lovers Left Alive,new adam life modern sister eve disrupts couple idyll world Drama  Romance buena actuales media JimJarmusch TomHiddleston
Dragon Ball Z: Battle of Gods,beerus battle god north universe kai kais defeated destruction goku worthy Animation  Action buena actuales corta MasahiroHosoda MasakoNozawa
Ride Along,ben james sister angela academy bullet seasoned partner rapidfire highschool Action  Comedy buena actuales corta TimStory IceCube
Jack Ryan: Shadow Recruit,plot crash u economy terrorist ryan young covert cia analyst Action  Drama  Thriller buena actuales corta KennethBranagh ChrisPine
Divergent,divergent divergents tris divided faction based personality dangerous fit discovers plot Adventure  Action  Science Fiction buena actuales media NeilBurger ShaileneWoodley
"I, Frankenstein",creation dr frankenstein creature adam war fate humanity discovers hold Horror  Thriller regular actuales corta StuartBeattie AaronEckhart
Enemy,affair Thriller  Mystery buena actuales corta DenisVilleneuve JakeGyllenhaal
The Monuments Men,artist artistic art historian hope line wwii true story greatest treasure War  Drama  History  Action regular actuales corta GeorgeClooney MattDamon
The Lego Movie,lego tyrant gluing mistakenly thought extraordinary masterbuilder recruited join quest Adventure  Animation  Comedy  Family  Fantasy buena actuales corta PhilLord ChrisPratt
RoboCop,omnicorp year inside technology overseas build partman opportunity alex murphy Action  Science Fiction regular actuales corta JoséPadilha JoelKinnaman
Nymphomaniac: Vol. II,joes sexually dictated life delf darker aspect adult led seligmans Drama  Mystery buena actuales media LarsvonTrier CharlotteGainsbourg
Sabotage,sabotage arnold schwarzenegger lead elite dea task force cartel team Action  Drama  Thriller  Crime regular actuales corta DavidAyer ArnoldSchwarzenegger
A Long Way Down,forming unconventional dysfunctional suicide hotspot mutually soul decide end life Comedy  Drama buena actuales corta PascalChaumeil PierceBrosnan
The Zero Theorem,hacker goal discover reason human existence continually time send teenager Drama  Fantasy  Science Fiction regular actuales corta TerryGilliam ChristophWaltz
Endless Love,girl charismatic boy instant desire spark love reckless parent trying Drama  Romance buena actuales corta ShanaFeste AlexPettyfer
Winter's Tale,save Drama  Fantasy  Mystery  Romance buena actuales corta AkivaGoldsman ColinFarrell
The Grand Budapest Hotel,hotel th sudden upheaval transformed protégé story involves friendship young Comedy  Drama buena actuales corta WesAnderson RalphFiennes
Superchondriac,romain freedom fighter anton photographer raging hypochondriac doctor friend dr Comedy regular actuales corta DanyBoon DanyBoon
That Awkward Moment,pal jason daniel indulge casual fling revel carefree life mikey Comedy  Romance buena actuales corta TomGormican ZacEfron
Interstellar,interstellar make use newly discovered wormhole surpass limitation human space Adventure  Drama  Science Fiction excelente actuales media ChristopherNolan MatthewMcConaughey
3 Days to Kill,dangerous international spy determined mean juggling toughest assignment wife world Action  Drama  Thriller  Crime buena actuales corta McG KevinCostner
Non-Stop,veteran air marshal service view assignment lifesaving duty desk job Action  Thriller  Mystery buena actuales corta JaumeCollet-Serra LiamNeeson
The Garden of Words,takao training rainy day deepen relationship open end season soon Animation  Drama  Romance buena actuales corta MakotoShinkai MiyuIrino
300: Rise of an Empire,persian themistokles xerxes fresh battlefieldon frank miller new chapter epic Action  War buena actuales corta NoamMurro SullivanStapleton
Mr. Peabody & Sherman,machine stolen moment history begin boy dog happens geniuslevel iq Animation  Adventure  Family buena actuales corta RobMinkoff TyBurrell
Under the Skin,fall spell consumed strange liquid glazer atmospheric visually arresting abstraction Thriller  Science Fiction  Drama buena actuales corta JonathanGlazer ScarlettJohansson
Need for Speed,film revolves framed colleague sent prison join new yorktolos angeles Action  Crime  Drama  Thriller buena actuales media ScottWaugh AaronPaul
Veronica Mars,year walking away past teenage private eye veronica mar murder Comedy  Drama  Crime buena actuales corta RobThomas KristenBell
Space Pirate Captain Harlock,space invader seek conquer planet captain harlock fearless crew face Animation  Science Fiction buena actuales corta ShinjiAramaki ShunOguri
Captain America: The Winter Soldier,new captain america world steve web intrigue formidable enemythe winter Action  Adventure  Science Fiction buena actuales media AnthonyRusso ChrisEvans
Noah,man suffers vision apocalyptic deluge flood Drama  Adventure regular actuales media DarrenAronofsky RussellCrowe
13 Sins,bright meek salesman drowning debt receives mysterious receive multimillion dollar cash Horror  Thriller buena actuales corta DanielStamm MarkWebber
The Legend of Hercules,love hercules promised true identity destiny greece myth human time Action  Adventure regular actuales corta RennyHarlin KellanLutz
The Raid 2,member joining powerful indonesian crime way apartment building populated army Action  Crime  Thriller buena actuales media GarethEvans IkoUwais
The Amazing Spider-Man 2,peter new gwen gwens high school graduation come guy spiderman spending Action  Adventure  Fantasy buena actuales media MarcWebb AndrewGarfield
Oculus,woman try exonerate brother murder conviction proving crime committed supernatural Horror buena actuales corta MikeFlanagan KarenGillan
Beauty and the Beast,adapted version beast adaptation love published le contes marins paint portrait Fantasy  Romance regular actuales corta ChristopheGans VincentCassel
Rio 2,blu theyre hurtled wild try vengeful nigel meet fearsome adversary Animation  Adventure  Comedy  Family buena actuales corta CarlosSaldanha JesseEisenberg
Transcendence,scientist work technological singularity radical antitechnology organization fight prevent creating Thriller  Science Fiction  Drama  Mystery buena actuales corta WallyPfister JohnnyDepp
The Other Woman,discovering boyfriend married carly soon meet wife affair discovered team plot Comedy  Romance buena actuales corta NickCassavetes CameronDiaz
A Haunted House 2,demon ex malcolm starting fresh new event Comedy  Horror regular actuales corta MichaelTiddes MarlonWayans
Mulan II,li mulan assigns secret mission hand changan china young life Animation  Comedy  Family  Action buena dosmil corta DarrellRooney Ming-NaWen
Vampire Academy,lissa vampire academy rose rebellious halfvampirehalfhuman believe kind outside intend Comedy  Action  Fantasy regular actuales corta MarkWaters ZoeyDeutch
Brick Mansions,city detroit damien giant killer tremaine battle corruption named lino Action  Crime  Drama regular actuales corta CamilleDelamarre PaulWalker
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,living long colorful life allan karlsson leap window begin unexpected Adventure  Comedy  Drama buena actuales corta FelixHerngren RobertGustafsson
Locke,life ivan biggest motion series event unravel family job receives Drama  Thriller buena actuales corta StevenKnight TomHardy
Pompeii,ad pompeii time save milo turned invincible way arena corrupt Action  Adventure  History  Romance  Drama regular actuales corta PaulW.S.Anderson KitHarington
Neighbors,couple newborn baby face unexpected difficulty forced live house Comedy buena actuales corta NicholasStoller SethRogen
Lucy,accidentally caught dark deal turn table captor transforms merciless warrior Action  Science Fiction buena actuales corta LucBesson ScarlettJohansson
X-Men: Days of Future Past,ultimate xmen ensemble fight war survival specie change past save Action  Adventure  Fantasy  Science Fiction buena actuales media BryanSinger HughJackman
Godzilla,ford brody navy bomb expert reunited family san francisco battleground Action  Science Fiction  Thriller regular actuales media GarethEdwards AaronTaylor-Johnson
Walk of Shame,reporter dream anchor compromised onenight stand leaf stranded downtown la Comedy regular actuales corta StevenBrill ElizabethBanks
Blue Ruin,life beach bum upended dreadful news set childhood home carry Crime  Thriller buena actuales corta JeremySaulnier MaconBlair
Palo Alto,palo alto weave story teenage lust boredom selfdestruction shy teddy Drama buena actuales corta GiaCoppola EmmaRoberts
Chef,los angeles restaurant refusing compromise creative integrity controlling owner left Comedy buena actuales corta JonFavreau JonFavreau
Blended,bad blind date man woman grows respective kid burgeoning family Comedy buena actuales corta FrankCoraci DrewBarrymore
Begin Again,grettas celebrity gretta help record producer longterm relationship leaving fulfil musical Comedy  Music  Romance  Drama buena actuales corta JohnCarney MarkRuffalo
Maleficent,maleficent maleficents invading aurora land growing grows kingdom result place story disney Fantasy  Adventure  Action  Family  Romance buena actuales corta RobertStromberg AngelinaJolie
A Million Ways to Die in the West,cowardly farmer begin fall mysterious new woman town notorious gunslinger Comedy  Western regular actuales corta SethMacFarlane SethMacFarlane
Edge of Tomorrow,alien day combat cage thrown time minute managing physical contact Action  Science Fiction buena actuales corta DougLiman TomCruise
Serial (Bad) Weddings,catholic french couple life upside origin Comedy buena actuales corta PhilippedeChauveron ChristianClavier
Mission: Impossible - Rogue Nation,ethan team syndicate international rogue organization highly skilled committed destroying Action  Adventure  Thriller buena actuales media ChristopherMcQuarrie TomCruise
The Fault in Our Stars,hazel final chapter completely patient named augustus tumorshrinking medical miracle Romance  Drama buena actuales media JoshBoone ShaileneWoodley
Tangled Ever After,kingdom festive mood discovers theyre missing leave maximus desperate duo Animation  Comedy  Action  Family buena actuales corta ByronHoward MandyMoore
Maps to the Stars,intense need fame validation member dysfunctional hollywood dynasty life dramatic Drama regular actuales corta DavidCronenberg JulianneMoore
22 Jump Street,schmidt jenko college figure mature way high adolescent grow undercover Crime  Comedy  Action buena actuales corta PhilLord JonahHill
The Equalizer,mccall help justice odds beginning ultraviolent russian allow serve selfimposed Thriller  Action  Crime buena actuales media AntoineFuqua DenzelWashington
How to Train Your Dragon 2,dragon new world battle protect lead later ice cave second Fantasy  Action  Adventure  Animation  Comedy  Family buena actuales corta DeanDeBlois JayBaruchel
Birdman,attempt actor best rebuild career reconnect friend family prove difficult Drama  Comedy buena actuales corta AlejandroGonzálezIñárritu MichaelKeaton
Boyhood,follows boy film tell story divorced couple trying young son Drama buena actuales media RichardLinklater EllarColtrane
Transformers: Age of Extinction,transformer powerful boundary earth pick piece decepticons vanished face ancient Science Fiction  Action  Adventure regular actuales media MichaelBay MarkWahlberg
Frank,young wannabe musician domhnall gleeson led mysterious enigmatic frank michael Comedy  Drama  Mystery buena actuales corta LennyAbrahamson MichaelFassbender
Tammy,losing job learning husband unfaithful woman hit road profane harddrinking Comedy regular actuales corta BenFalcone MelissaMcCarthy
The Babadook,mother plagued violent death husband lurking house soon discovers sinister Drama  Thriller  Horror buena actuales corta JenniferKent EssieDavis
Whiplash,direction ruthless instructor talented young drummer begin pursue perfection cost Drama excelente actuales corta DamienChazelle MilesTeller
Gone Girl,wife disappearance focus intense medium circus man spotlight turned suspected Mystery  Thriller  Drama buena actuales media DavidFincher BenAffleck
Dawn of the Planet of the Apes,try maintain dominance community intelligent scientist san francisco struggle stay Science Fiction  Action  Drama  Thriller buena actuales media MattReeves AndySerkis
Deliver Us from Evil,city gruesome frightening explanation bizarre valiant sarchie convinces demonic opened Thriller  Crime  Horror buena actuales corta ScottDerrickson EricBana
Sex Tape,jay annie marathon threehour session romantic connection intense joy sex Comedy regular actuales corta JakeKasdan CameronDiaz
I Origins,origin follows molecular biologist studying evolution human eye world risk Science Fiction  Drama buena actuales corta MikeCahill MichaelPitt
The Purge: Anarchy,survive purge night story intertwine left stranded occurs Horror  Thriller buena actuales corta JamesDeMonaco FrankGrillo
Guardians of the Galaxy,light year earth abducted peter quill orb wanted ronan manhunt Action  Science Fiction  Adventure buena actuales media JamesGunn ChrisPratt
The Signal,college student road trip regains consciousness experience detour eerily isolated Thriller  Science Fiction regular actuales corta WilliamEubank BrentonThwaites
The Expendables 3,expendables stonebanks barney team arm mission blood new classic oldschool Action  Adventure  Thriller buena actuales media PatrickHughes SylvesterStallone
Hercules,soul god king entire year men blood thirsty train labor Action  Adventure regular actuales corta BrettRatner DwayneJohnson
A Most Wanted Man,halfrussian tortured u security oppressed victim destructionbent tick stake rise Thriller buena actuales media AntonCorbijn PhilipSeymourHoffman
Step Up All In,allstars previous step installment come glittering la vega battling victory Romance  Drama  Music buena actuales corta TrishSie RyanGuzman
Magic in the Moonlight,expose psychic riviera master magician Comedy  Drama  Romance buena actuales corta WoodyAllen ColinFirth
Housebound,"happy new living blabbering mother hostile bucknell sentenced home detention Horror  Comedy  Thriller buena actuales corta GerardJohnstone ""MorganaOReilly"""
The Hundred-Foot Journey,story centered indian family france open restaurant street michelinstarred french Drama buena actuales media LasseHallström HelenMirren
Jupiter Ascending,human genetic material precious commodity impoverished young earth dynasty Science Fiction  Fantasy  Action  Adventure regular actuales media LillyWachowski MilaKunis
Teenage Mutant Ninja Turtles,city shredder politician future fearless reporter outcast brother clan iron Science Fiction  Action  Adventure  Fantasy  Comedy buena actuales corta JonathanLiebesman MeganFox
The Giver,seemingly perfect community pain suffering difference true world Drama  Science Fiction buena actuales corta PhillipNoyce JeffBridges
Let's Be Cops,ultimate buddy cop movie thing theyre line pal Comedy buena actuales corta LukeGreenfield JakeJohnson
Sin City: A Dame to Kill For,path reviled city hardboiled citizen Crime  Thriller buena actuales corta RobertRodriguez MickeyRourke
If I Stay,based gayle formans novel oregon life mia choice Drama buena actuales corta R.J.Cutler ChloëGraceMoretz
Coherence,night comet passing near earth house street left event power Thriller  Science Fiction buena actuales corta JamesWardByrkit HugoArmstrong
The Pyramid,search searching pyramid lost u seek daylight come realize arent trapped Horror regular actuales corta GrégoryLevasseur AshleyGrace
"As Above, So Below",team explorer venture catacomb lie beneath street paris dark secret Horror  Thriller buena actuales corta JohnErickDowdle PerditaWeeks
The Guest,man welcomed home series accidental introduces peterson family claiming friend Mystery  Thriller  Action buena actuales corta AdamWingard DanStevens
Before I Go to Sleep,woman wake result traumatic accident past terrifying truth emerge force Mystery  Thriller buena actuales corta RowanJoffe NicoleKidman
Pride,striking miner union strike gay decide story activist decides support triumphant alien Drama  Comedy buena actuales corta MatthewWarchus BenSchnetzer
Into the Storm,town silverton tornado population mercy unpredictable deadly cyclone hunter warn Action  Thriller regular actuales corta StevenQuale RichardArmitage
The Drop,bob saginowski cost past friend family foe Drama  Crime buena actuales corta MichaëlR.Roskam TomHardy
The Maze Runner,"postapocalyptic world young thomas deposited join force fellow runner shot Action  Mystery  Science Fiction  Thriller buena actuales corta WesBall ""DylanOBrien"""
Camp X-Ray,young woman join military squadmates strike unusual smalltown root instead Drama buena actuales corta PeterSattler KristenStewart
The Riot Club,firstyear student oxford university join infamous riot club reputation single Drama  Thriller regular actuales corta LoneScherfig MaxIrons
A Walk Among the Tombstones,private investigator matthew scudder hired drug kingpin wife Crime  Drama  Mystery  Thriller buena actuales corta ScottFrank LiamNeeson
Laggies,new year old megan friend particular motivation think lagging dad Comedy  Romance buena actuales corta LynnShelton KeiraKnightley
The November Man,cia operative deadly game involving high level presidentelect Crime  Action  Thriller buena actuales corta RogerDonaldson PierceBrosnan
Who Am I,benjamin young german subversive hacker group want noticed world invited Thriller buena actuales corta BaranboOdar TomSchilling
The Boxtrolls,family town evil exterminator archibald boy raised underground creature called Animation  Comedy  Family  Fantasy buena actuales corta AnthonyStacchi BenKingsley
The Tale of the Princess Kaguya,young fate punishment shining stalk bamboo enthralls encounter cutter wife Animation  Drama  Fantasy buena actuales media IsaoTakahata AkiAsakura
This Is Where I Leave You,father pass away love best reconnect hysterically funny emotionally significant Drama  Comedy buena actuales corta ShawnLevy JasonBateman
American Sniper,u navy seal chris kyle state serf finally return duty War  Action buena actuales media ClintEastwood BradleyCooper
Tusk,friend podcast girlfriend missing backwoods canada young guy join force Comedy  Horror regular actuales corta KevinSmith MichaelParks
Horns,aftermath girlfriend mysterious death young man awakens strange horn sprouting Thriller  Horror  Drama  Fantasy buena actuales media AlexandreAja DanielRadcliffe
Annabelle,john form conjured entity satanic cult violently attack couple home Horror regular actuales corta JohnR.Leonetti AnnabelleWallis
Two Night Stand,extremely regrettable tiny apartment forced snowed sleeping blizzard know way Romance  Comedy buena actuales corta MaxNichols AnaleighTipton
Dracula Untold,vlad vlads son hero turned destroy enemy turn dark force vampire protect Horror  Action  Drama  Fantasy  War buena actuales corta GaryShore LukeEvans
Automata,robotics robot vaucan insurance agent profound consequence future routinely investigates case Thriller  Science Fiction regular actuales corta GabeIbáñez AntonioBanderas
Predestination,prevent chronicle life agent criminal eluded committing crime series timetravel Science Fiction  Thriller buena actuales corta MichaelSpierig EthanHawke
What We Do in the Shadows,vampire housemate try cope complexity modern life turned hipster perk Comedy  Horror buena actuales corta TaikaWaititi JemaineClement
The Best of Me,high school sweetheart reunite small Drama  Romance buena actuales corta MichaelHoffman MichelleMonaghan
John Wick,bounder killed john wick come Action  Thriller buena actuales corta ChadStahelski KeanuReeves
The Judge,estranged father town judge suspected lawyer return hometown mother funeral Drama buena actuales media DavidDobkin RobertDuvall
Fury,wardaddy line crew deadly world war ii strike heart nazi War  Drama  Action buena actuales media DavidAyer BradPitt
St. Vincent,young boy friend mentor misanthropic bawdy hedonistic war veteran parent Comedy buena actuales corta TheodoreMelfi BillMurray
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",bad day begin dad brother hair followed sympathy terrible horrible Family  Comedy buena actuales corta MiguelArteta SteveCarell
Ouija,group friend board Horror regular actuales corta StilesWhite OliviaCooke
Nightcrawler,bloom desperate work muscle world la journalism blur line observer Crime  Drama  Thriller buena actuales corta DanGilroy JakeGyllenhaal
Big Hero 6,group friend form band hightech bond develops plussized inflatable robot Adventure  Family  Animation  Action  Comedy buena actuales corta ChrisWilliams ScottAdsit
The Book of Life,following follow greatest incredible adventure manolo young man torn fantastical world Romance  Animation  Adventure  Comedy  Family  Fantasy buena actuales corta JorgeR.Gutierrez DiegoLuna
"Love, Rosie",alex america friendship survive year mile love friend suddenly Comedy  Romance buena actuales corta ChristianDitter LilyCollins
Time Lapse,friend discover mysterious machine personal gain disturbing dangerous image begin Thriller  Science Fiction buena actuales corta BradleyKing DaniellePanabaker
Ex Machina,company world caleb strange fascinating artificial intelligence beautiful robot remote Drama  Science Fiction buena actuales corta AlexGarland DomhnallGleeson
Foxcatcher,olympic wrestling champion brother team game seoul union lead unlikely Drama  Thriller buena actuales media BennettMiller SteveCarell
Stonehearst Asylum,harvard medical school graduate mental institution female patient idea recent Thriller buena actuales corta BradAnderson KateBeckinsale
The Imitation Game,turing real life story bletchley park darkest day world war History  Drama  Thriller  War buena actuales corta MortenTyldum BenedictCumberbatch
Inherent Vice,los angeles turn exgirlfriend Comedy  Romance  Crime  Drama  Mystery buena actuales media PaulThomasAnderson JoaquinPhoenix
Babysitting,franck babysitter night marc son remy police claire day capricious Comedy buena actuales corta PhilippeLacheau PhilippeLacheau
The Hunger Games: Mockingjay - Part 1,katniss everdeen reluctantly rebellion autocratic Science Fiction  Adventure  Thriller buena actuales media FrancisLawrence JenniferLawrence
Exodus: Gods and Kings,escape egypt terrifying cycle deadly leader moses rise egyptian pharaoh Adventure  Drama  Action regular actuales media RidleyScott ChristianBale
Wild Tales,involving people story explore extremity Drama  Thriller  Comedy buena actuales media DamiánSzifrón RicardoDarín
Dumb and Dumber To,year dimwit set kidney Comedy regular actuales corta BobbyFarrelly JimCarrey
The Theory of Everything,extraordinary story love fellow cambridge student jane fall renowned astrophysicist Drama  Romance buena actuales media JamesMarsh EddieRedmayne
Song of the Sea,world ben saoirse child journey home mother time long key Family  Animation  Fantasy buena actuales corta TommMoore BrendanGleeson
In the Heart of the Sea,whale whaling ship sea sense vengeance reallife maritime despair deepest herman Thriller  Drama  Adventure  Action  History buena actuales media RonHoward ChrisHemsworth
Jurassic World,year event jurassic park originally envisioned john feature fully functioning Action  Adventure  Science Fiction  Thriller buena actuales media ColinTrevorrow ChrisPratt
Citizenfour,snowden poitras storyteller great hong seat questioning waiting world reaction Documentary buena actuales corta LauraPoitras EdwardSnowden
LOL (Laughing Out Loud),striking teenaged girl cusp adulthood independence freedom sexual exploit tenaciously Comedy buena dosmil corta LisaAzuelos SophieMarceau
Asterix: The Mansions of the Gods,villager roman culture estate wipe gaulish village mean necessary caesar plan Animation  Comedy  Adventure buena actuales corta AlexandreAstier RogerCarel
Horrible Bosses 2,dale kurt nick decide start business thing dont slick investor Comedy buena actuales corta SeanAnders JasonBateman
Penguins of Madagascar,dr octavius brine destroying world kowalski rico private join force Family  Animation  Adventure  Comedy buena actuales corta EricDarnell TomMcGrath
'71,"young british soldier belfast Thriller  Action  Drama  War buena actuales corta YannDemange ""JackOConnell"""
The Water Diviner,farmer joshua connor travel turkey reported missing action holding hope War  Drama buena actuales corta RussellCrowe RussellCrowe
Still Alice,alice howland happily child renowned linguistics professor start forget diagnosis Drama buena actuales corta RichardGlatzer JulianneMoore
Paddington,bear family read home finding museum station begin realize changed Family  Comedy buena actuales corta PaulKing NicoleKidman
Maze Runner: The Scorch Trials,"fellow gladers face greatest filled unimaginable obstacle teaming resistance fighter Action buena actuales media WesBall ""DylanOBrien"""
The Voices,mentally unhinged factory worker follow dog advice listen talking cat Comedy  Crime  Horror  Thriller buena actuales corta MarjaneSatrapi RyanReynolds
Kill the Messenger,vicious smear campaign drive point based true story journalist gary Thriller  Crime  Drama  Mystery buena actuales corta MichaelCuesta JeremyRenner
The Hobbit: The Battle of the Five Armies,bilbos erebors erebor bilbo dwarf elf men event orcs led hope middleearth Action  Adventure  Fantasy buena actuales media PeterJackson MartinFreeman
Selma,alabama place segregation south worst ultimately led signing civil right History  Drama buena actuales media AvaDuVernay DavidOyelowo
Unbroken,"prisoner japanese force world war life louis zamperini olympic runner Drama  War buena actuales media AngelinaJolie ""JackOConnell"""
Black Sea,academy award winner kevin macdonald centering rogue submarine captain thriller Adventure buena actuales corta KevinMacdonald JudeLaw
Mommy,peculiar neighbor offer hope recent widow struggling raise teenager unpredictable Drama buena actuales media XavierDolan AnneDorval
A Most Violent Year,city winter set new corruption day drag threaten destroy year Crime  Drama  Thriller buena actuales media J.C.Chandor OscarIsaac
Wild,woman tragic past decides start new life hiking crest mile Drama buena actuales corta Jean-MarcVallée ReeseWitherspoon
Big Eyes,story awakening painter margaret keane phenomenal success legal claimed credit Drama buena actuales corta TimBurton AmyAdams
Into the Woods,spiteful filled magic fairy tale character baker wife set end Fantasy  Comedy  Music regular actuales media RobMarshall MerylStreep
The Interview,skylark aaron rapoport run celebrity cia turn trip pyongyang assassination Action  Comedy buena actuales corta SethRogen JamesFranco
Kingsman: The Secret Service,supersecret spy organization recruit unrefined global threat emerges twisted tech Crime  Comedy  Action  Adventure buena actuales media MatthewVaughn ColinFirth
Night at the Museum: Secret of the Tomb,magic gone larry daley ben stiller span globe uniting favorite Adventure  Comedy  Fantasy  Family buena actuales corta ShawnLevy BenStiller
Seventh Son,young survive son spook protected country witch boggarts ghoul manner Adventure  Fantasy regular actuales corta SergeiBodrov JeffBridges
Annie,annie annies stack adviser left hardnosed billionaire mother miss confidence sunny Comedy  Drama  Family buena actuales corta WillGluck QuvenzhanéWallis
